id,latitude,longitude,timestamp,trip_mode
55740869,32.8250846862793,-96.7849197387695,2020-02-01 07:44:07.000,car
55740869,32.8227119445801,-96.786003112793,2020-02-01 07:44:27.000,car
55740869,32.8216438293457,-96.7865600585938,2020-02-01 07:44:48.000,car
55740869,32.8187370300293,-96.7880249023438,2020-02-01 07:45:04.000,car
55740869,32.8149719238281,-96.7900085449219,2020-02-01 07:45:20.000,car
55740869,32.8106918334961,-96.7921981811523,2020-02-01 07:45:38.000,car
55740869,32.8068733215332,-96.7935028076172,2020-02-01 07:45:54.000,car
55740869,32.8035125732422,-96.7933578491211,2020-02-01 07:46:10.000,car
55740869,32.7992897033691,-96.7933349609375,2020-02-01 07:46:27.000,car
55740869,32.7957000732422,-96.7937622070312,2020-02-01 07:46:43.000,car
55740869,32.7939643859863,-96.7961807250977,2020-02-01 07:46:55.000,car
55740869,32.7917785644531,-96.7990875244141,2020-02-01 07:47:08.000,car
55740869,32.7892684936523,-96.8021240234375,2020-02-01 07:47:20.967,car
55740869,32.7872657775879,-96.8045959472656,2020-02-01 07:47:36.000,car
55740869,32.787353515625,-96.8058547973633,2020-02-01 07:47:50.000,car
55740869,32.7884941101074,-96.8061599731445,2020-02-01 07:48:03.000,car
55740869,32.7893714904785,-96.8050765991211,2020-02-01 07:49:00.000,car
55740869,32.7906723022461,-96.8049774169922,2020-02-01 07:49:19.000,car
55740869,32.7906951904297,-96.8050689697266,2020-02-01 07:50:04.000,car
55740869,32.7914428710938,-96.8051452636719,2020-02-01 07:50:50.000,car
55740869,32.7915191650391,-96.8052062988281,2020-02-01 07:51:36.000,car
55740869,32.7915496826172,-96.8051910400391,2020-02-01 07:52:21.000,car
55740869,32.7915802001953,-96.80517578125,2020-02-01 07:53:08.000,car
55740869,32.7916450500488,-96.8050994873047,2020-02-01 07:53:54.000,car
55740869,32.792064666748,-96.8050842285156,2020-02-01 07:54:40.000,car
55740869,32.794849395752,-96.8052139282227,2020-02-01 07:55:02.000,car
55740869,32.7964324951172,-96.8053359985352,2020-02-01 07:55:56.000,car
55740869,32.7974586486816,-96.8045043945312,2020-02-01 07:56:20.000,car
55740869,32.7983055114746,-96.8039245605469,2020-02-01 07:56:38.000,car
55740869,32.7991752624512,-96.8049240112305,2020-02-01 07:56:55.000,car
55740869,32.8002853393555,-96.8053512573242,2020-02-01 07:57:28.079,car
55740869,32.8013801574707,-96.8045959472656,2020-02-01 07:57:53.000,car
55740869,32.8017349243164,-96.8035202026367,2020-02-01 07:58:08.100,car
55740869,32.8005752563477,-96.8038101196289,2020-02-01 07:58:44.000,car
55740869,32.8005142211914,-96.803825378418,2020-02-01 07:59:30.000,car
55740869,32.7999153137207,-96.8047943115234,2020-02-01 08:00:10.000,car
55740869,32.8011322021484,-96.8056640625,2020-02-01 08:00:37.000,car
55740869,32.8037910461426,-96.8056182861328,2020-02-01 08:01:00.000,car
55740869,32.8045043945312,-96.8067932128906,2020-02-01 08:01:15.000,car
55740869,32.8060836791992,-96.8086242675781,2020-02-01 08:01:39.000,car
55740869,32.8068542480469,-96.8094940185547,2020-02-01 08:01:55.000,car
55740869,32.8074111938477,-96.8104553222656,2020-02-01 08:02:32.000,car
55740869,32.8067665100098,-96.8129806518555,2020-02-01 08:03:04.000,car
55740869,32.8075752258301,-96.8138198852539,2020-02-01 08:03:17.024,car
55740869,32.8084297180176,-96.8127670288086,2020-02-01 08:03:34.000,car
55740869,32.8091850280762,-96.8118438720703,2020-02-01 08:03:50.000,car
55740869,32.8101272583008,-96.8106918334961,2020-02-01 08:04:15.000,car
55740869,32.8105545043945,-96.8106002807617,2020-02-01 08:05:00.000,car
55740869,32.810920715332,-96.8111190795898,2020-02-01 08:05:46.000,car
55740869,32.8104095458984,-96.8120498657227,2020-02-01 08:06:10.000,car
55740869,32.8097534179688,-96.8112487792969,2020-02-01 08:06:27.000,car
55740869,32.8088645935059,-96.81005859375,2020-02-01 08:06:44.000,car
55740869,32.8075523376465,-96.8103103637695,2020-02-01 08:07:17.000,car
55740869,32.8060874938965,-96.8120956420898,2020-02-01 08:07:32.000,car
55740869,32.804931640625,-96.8134918212891,2020-02-01 08:07:45.000,car
55740869,32.803150177002,-96.8157501220703,2020-02-01 08:08:06.000,car
55740869,32.8023719787598,-96.8166198730469,2020-02-01 08:08:24.000,car
55740869,32.7994003295898,-96.8182373046875,2020-02-01 08:08:47.000,car
55735335,39.7688598632812,-75.1775665283203,2020-02-01 21:51:19.984,car
55735335,39.7659950256348,-75.1775894165039,2020-02-01 21:52:20.000,car
55735335,39.7649269104004,-75.1667251586914,2020-02-01 21:53:09.000,car
55735335,39.7641372680664,-75.1630783081055,2020-02-01 21:53:50.000,car
55735335,39.7619705200195,-75.1607131958008,2020-02-01 21:54:17.000,car
55735335,39.7614555358887,-75.1594390869141,2020-02-01 21:54:43.000,car
55735335,39.7595443725586,-75.1566848754883,2020-02-01 21:55:00.000,car
55735335,39.7569236755371,-75.1526794433594,2020-02-01 21:55:22.000,car
55735335,39.7549133300781,-75.1492538452148,2020-02-01 21:55:54.000,car
55735335,39.7536697387695,-75.1447525024414,2020-02-01 21:56:11.000,car
55735335,39.7513580322266,-75.1323623657227,2020-02-01 21:57:04.000,car
55735335,39.7511787414551,-75.1298065185547,2020-02-01 21:57:17.000,car
55735335,39.7508316040039,-75.1280059814453,2020-02-01 21:57:59.000,car
55735335,39.7507629394531,-75.1257247924805,2020-02-01 21:58:44.000,car
